TestCaseNo,phase,Sample,operatingSystem,HOW,isTrimmed,baseRecalibration,Mapper,M_Version,Variant Caller,VC_Version,ReferenceGenom,Duplicates,Variant Filter,FilterPass,SOMATICfilter,remove_indels,Sort,File Link,Result VCF Count,Kim yaptı :),Slurm_id,Donanım,ElapsedTime
TestCase 640,done,FD,Linux,Altay + COSAP,YES,NO,BOWTIE,,Strelka,,hg38,DELETE,,,,,,https://drive.google.com/drive/folders/1JT6dF6x045EiZXBSQiAk5ZXrBLddo3Fr?usp=share_link,,GUL EDA,30438,a036,01:00:35
TestCase 641,done,FD,Linux,Altay + COSAP,YES,NO,BWA,,SomaticSniper,,hg38,DELETE,,,,,,https://drive.google.com/drive/folders/1ILQR67uqCvDwaEFN22Cw2AMweOCHZSmX?usp=share_link,,GUL EDA,30436,a057,00:55:41
TestCase 642,done,FD,Linux,Altay + COSAP,YES,NO,BOWTIE,,SomaticSniper,,hg38,DELETE,,,,,,https://drive.google.com/drive/folders/1YcTT_QBgRMRJZ9N2XIWb7Sg8KW1tZAwm?usp=share_link,,GUL EDA,30439,a041,01:09:04
TestCase 643,done,FD,Linux,Altay + COSAP,YES,NO,BWA,,Mutect,,hg38,MARK,,,,,,https://drive.google.com/drive/folders/1EbOX9b6sJsS-MzeK9-X3nlR6Mybt9E7l?usp=share_link,,GUL EDA,29757,a077,04:05:41
TestCase 644,done,FD,Linux,Altay + COSAP,YES,NO,BOWTIE,,Mutect,,hg38,MARK,,,,,,https://drive.google.com/drive/folders/16vowUCUBXlUlSNB7fv_00wMzbTFt1Cd5?usp=share_link,,GUL EDA,29760,a059,03:37:10
TestCase 645,done,FD,Linux,Altay + COSAP,YES,NO,BWA,,Strelka,,hg38,MARK,,,,,,https://drive.google.com/drive/folders/1IfzrLMldyKhPAd735MANdQPvQrZiCwGB?usp=share_link,,GUL EDA,29756,a066,00:50:18
TestCase 646,done,FD,Linux,Altay + COSAP,YES,NO,BOWTIE,,Strelka,,hg38,MARK,,,,,,https://drive.google.com/drive/folders/1chsL6nd2O6syVxQy6w00qUyAIB_EKl1R?usp=share_link,,GUL EDA,29759,a058,00:59:39
TestCase 647,done,FD,Linux,Altay + COSAP,YES,NO,BWA,,SomaticSniper,,hg38,MARK,,,,,,https://drive.google.com/drive/folders/11ipLWn3umSlKQnrOooSRh-63dZuYLGUB?usp=share_link,,GUL EDA,29755,a064,00:54:54
TestCase 648,done,FD,Linux,Altay + COSAP,YES,NO,BOWTIE,,SomaticSniper,,hg38,MARK,,,,,,https://drive.google.com/drive/folders/1eWN_JgoSi0zWuzdKsNtvANsPSnSOSSLL?usp=share_link,,GUL EDA,29758,a078,01:08:47
TestCase 649,done,FD,Linux,Altay + COSAP,NO,YES,BWA,,Mutect,,hg38,DELETE,,,,,,https://drive.google.com/drive/folders/1U4Nte3bHt_RbcrumE4sg_CXPkMS3rtFS?usp=share_link,,GUL EDA,30434,a068,05:30:49
TestCase 650,done,FD,Linux,Altay + COSAP,NO,YES,BOWTIE,,Mutect,,hg38,DELETE,,,,,,https://drive.google.com/drive/folders/1xrLCee8g0iBgYg86Q8zDr8r_BE_3_7pL?usp=share_link,,GUL EDA,30437,a058,05:09:53
TestCase 651,done,FD,Linux,Altay + COSAP,NO,YES,BWA,,Strelka,,hg38,DELETE,,,,,,https://drive.google.com/drive/folders/1A16kWHL7tMmYtdav8taVTeU1RMu-RnkG?usp=share_link,,GUL EDA,30435,a051,01:39:48
TestCase 652,done,FD,Linux,Altay + COSAP,NO,YES,BOWTIE,,Strelka,,hg38,DELETE,,,,,,https://drive.google.com/drive/folders/19l-0jzd-3oM4U6SDc2Tk5Cnu8oDixX0G?usp=sharing,,GUL EDA,30438,a036,01:46:08
TestCase 653,done,FD,Linux,Altay + COSAP,NO,YES,BWA,,SomaticSniper,,hg38,DELETE,,,,,,https://drive.google.com/drive/folders/13uW0a7tpGqD33eseJ6LOD2xjLkcygsrl?usp=share_link,,GUL EDA,30436,a057,01:49:27
TestCase 654,done,FD,Linux,Altay + COSAP,NO,YES,BOWTIE,,SomaticSniper,,hg38,DELETE,,,,,,https://drive.google.com/drive/folders/1pFhPqs4bCLJInnlaSGZBPG-joC6rXfL3?usp=share_link,,GUL EDA,30439,a041,01:57:55
TestCase 655,done,FD,Linux,Altay + COSAP,NO,YES,BWA,,Mutect,,hg38,MARK,,,,,,https://drive.google.com/drive/folders/1Vpt2s5zmsFYCP6eRLnhajVfch26AVn4o?usp=share_link,,GUL EDA,29757,a077,05:10:29
TestCase 656,done,FD,Linux,Altay + COSAP,NO,YES,BOWTIE,,Mutect,,hg38,MARK,,,,,,https://drive.google.com/drive/folders/1f-7hYHq1dD6ZIdwkusq251BwL9YuN9Bb?usp=share_link,,GUL EDA,29760,a059,04:56:28
TestCase 657,done,FD,Linux,Altay + COSAP,NO,YES,BWA,,Strelka,,hg38,MARK,,,,,,https://drive.google.com/drive/folders/1-0IOtlsEhPVBSLkV9cTovobKckriEeTC?usp=share_link,,GUL EDA,29756,a066,01:31:51
TestCase 658,done,FD,Linux,Altay + COSAP,NO,YES,BOWTIE,,Strelka,,hg38,MARK,,,,,,https://drive.google.com/drive/folders/1vpHTODYsb2juFC0YY5P7rnmoC3MRbd6i?usp=share_link,,GUL EDA,29759,a058,01:38:51
TestCase 659,done,FD,Linux,Altay + COSAP,NO,YES,BWA,,SomaticSniper,,hg38,MARK,,,,,,https://drive.google.com/drive/folders/1zDU2gkEVk4h7sinWmfOHK_z4tv7nvNUj?usp=share_link,,GUL EDA,29755,a064,01:40:12
TestCase 660,done,FD,Linux,Altay + COSAP,NO,YES,BOWTIE,,SomaticSniper,,hg38,MARK,,,,,,https://drive.google.com/drive/folders/1859yaWNQllo84HsqpRlTZhvoo0bRedv9?usp=share_link,,GUL EDA,29758,a078,01:50:28
TestCase 661,done,FD,Linux,Altay + COSAP,NO,NO,BWA,,Mutect,,hg38,DELETE,,,,,,https://drive.google.com/drive/folders/1yHlXOQfSJRaMpQg8kSxBAuY-Wsf6IMta?usp=share_link,,GUL EDA,30434,a068,05:28:18
TestCase 662,done,FD,Linux,Altay + COSAP,NO,NO,BOWTIE,,Mutect,,hg38,DELETE,,,,,,https://drive.google.com/drive/folders/11iMFrvt3UF2MB9dWqyJID-lA6fWiUaz_?usp=share_link,,GUL EDA,30437,a058,05:54:00
TestCase 663,done,FD,Linux,Altay + COSAP,NO,NO,BWA,,Strelka,,hg38,DELETE,,,,,,https://drive.google.com/drive/folders/19CLXisDuibAoDumE_mmANwB8IwKCiTtE?usp=share_link,,GUL EDA,30435,a051,00:43:38
TestCase 664,done,FD,Linux,Altay + COSAP,NO,NO,BOWTIE,,Strelka,,hg38,DELETE,,,,,,https://drive.google.com/drive/folders/1Uy_MTZ8YKVGw3Bc2Y_9eANEBqeOle0yv?usp=share_link,,GUL EDA,30438,a036,00:52:40
TestCase 665,done,FD,Linux,Altay + COSAP,NO,NO,BWA,,SomaticSniper,,hg38,DELETE,,,,,,https://drive.google.com/drive/folders/1bp6e_Vt9DVS5KiSe6DW4AP2_uh5Xi-fF?usp=share_link,,GUL EDA,30436,a057,00:52:26
TestCase 666,done,FD,Linux,Altay + COSAP,NO,NO,BOWTIE,,SomaticSniper,,hg38,DELETE,,,,,,https://drive.google.com/drive/folders/1bS-xNG9p6apRC_hYTNhnAjz-VwQDHGey?usp=share_link,,GUL EDA,30439,a041,01:02:29
TestCase 667,done,FD,Linux,Altay + COSAP,NO,NO,BWA,,Mutect,,hg38,MARK,,,,,,https://drive.google.com/drive/folders/1Pda12OqpyNEekaPODVgNE8ik7CG0Tfnd?usp=share_link,,GUL EDA,29757,a077,05:35:14
TestCase 668,done,FD,Linux,Altay + COSAP,NO,NO,BOWTIE,,Mutect,,hg38,MARK,,,,,,https://drive.google.com/drive/folders/1m6e5NQSt-Jh02tok8EhEC9uvUW58iwVw?usp=share_link,,GUL EDA,29760,a059,05:51:49
TestCase 669,done,FD,Linux,Altay + COSAP,NO,NO,BWA,,Strelka,,hg38,MARK,,,,,,https://drive.google.com/drive/folders/1gwg1mOoSjRQBlqPvXCjHU6K3VBRFpAbw?usp=share_link,,GUL EDA,29756,a066,00:43:14
TestCase 670,done,FD,Linux,Altay + COSAP,NO,NO,BOWTIE,,Strelka,,hg38,MARK,,,,,,https://drive.google.com/drive/folders/1lxEa5kLSzIkkyuIxsMHO0Gw1ZSY7ox2T?usp=share_link,,GUL EDA,29759,a058,00:52:28
TestCase 671,done,FD,Linux,Altay + COSAP,NO,NO,BWA,,SomaticSniper,,hg38,MARK,,,,,,https://drive.google.com/drive/folders/18mCHhy83kinpDaZFsCi7xMbAlYVaVJUW?usp=share_link,,GUL EDA,29755,a064,00:51:14
TestCase 672,done,FD,Linux,Altay + COSAP,NO,NO,BOWTIE,,SomaticSniper,,hg38,MARK,,,,,,https://drive.google.com/drive/folders/1lXHiNhh3LgHbhT4GINop_b5audVgDjNz?usp=share_link,,GUL EDA,29758,a078,01:00:45
TestCase 673,notReady,NC,,Altay + COSAP,YES,YES,BWA,,Mutect,,hg19,DELETE,,,,,,,,GUL EDA,,,
TestCase 674,notReady,NC,,Altay + COSAP,YES,YES,BOWTIE,,Mutect,,hg19,DELETE,,,,,,,,GUL EDA,,,
TestCase 675,notReady,NC,,Altay + COSAP,YES,YES,BWA,,Strelka,,hg19,DELETE,,,,,,,,GUL EDA,,,
TestCase 676,notReady,NC,,Altay + COSAP,YES,YES,BOWTIE,,Strelka,,hg19,DELETE,,,,,,,,GUL EDA,,,
TestCase 677,notReady,NC,,Altay + COSAP,YES,YES,BWA,,SomaticSniper,,hg19,DELETE,,,,,,,,GUL EDA,,,
TestCase 678,notReady,NC,,Altay + COSAP,YES,YES,BOWTIE,,SomaticSniper,,hg19,DELETE,,,,,,,,GUL EDA,,,
TestCase 679,notReady,NC,,Altay + COSAP,YES,YES,BWA,,Mutect,,hg19,MARK,,,,,,,,GUL EDA,,,
TestCase 680,notReady,NC,,Altay + COSAP,YES,YES,BOWTIE,,Mutect,,hg19,MARK,,,,,,,,GUL EDA,,,
TestCase 681,notReady,NC,,Altay + COSAP,YES,YES,BWA,,Strelka,,hg19,MARK,,,,,,,,GUL EDA,,,
TestCase 682,notReady,NC,,Altay + COSAP,YES,YES,BOWTIE,,Strelka,,hg19,MARK,,,,,,,,GUL EDA,,,
TestCase 683,notReady,NC,,Altay + COSAP,YES,YES,BWA,,SomaticSniper,,hg19,MARK,,,,,,,,GUL EDA,,,
TestCase 684,notReady,NC,,Altay + COSAP,YES,YES,BOWTIE,,SomaticSniper,,hg19,MARK,,,,,,,,GUL EDA,,,
TestCase 685,notReady,NC,,Altay + COSAP,YES,NO,BWA,,Mutect,,hg19,DELETE,,,,,,,,GUL EDA,,,
TestCase 686,notReady,NC,,Altay + COSAP,YES,NO,BOWTIE,,Mutect,,hg19,DELETE,,,,,,,,GUL EDA,,,
TestCase 687,notReady,NC,,Altay + COSAP,YES,NO,BWA,,Strelka,,hg19,DELETE,,,,,,,,GUL EDA,,,
TestCase 688,notReady,NC,,Altay + COSAP,YES,NO,BOWTIE,,Strelka,,hg19,DELETE,,,,,,,,GUL EDA,,,
TestCase 689,notReady,NC,,Altay + COSAP,YES,NO,BWA,,SomaticSniper,,hg19,DELETE,,,,,,,,GUL EDA,,,
TestCase 690,notReady,NC,,Altay + COSAP,YES,NO,BOWTIE,,SomaticSniper,,hg19,DELETE,,,,,,,,GUL EDA,,,
TestCase 691,notReady,NC,,Altay + COSAP,YES,NO,BWA,,Mutect,,hg19,MARK,,,,,,,,GUL EDA,,,
TestCase 692,notReady,NC,,Altay + COSAP,YES,NO,BOWTIE,,Mutect,,hg19,MARK,,,,,,,,GUL EDA,,,
TestCase 693,notReady,NC,,Altay + COSAP,YES,NO,BWA,,Strelka,,hg19,MARK,,,,,,,,GUL EDA,,,
TestCase 694,notReady,NC,,Altay + COSAP,YES,NO,BOWTIE,,Strelka,,hg19,MARK,,,,,,,,GUL EDA,,,
TestCase 695,notReady,NC,,Altay + COSAP,YES,NO,BWA,,SomaticSniper,,hg19,MARK,,,,,,,,GUL EDA,,,
TestCase 696,notReady,NC,,Altay + COSAP,YES,NO,BOWTIE,,SomaticSniper,,hg19,MARK,,,,,,,,GUL EDA,,,
TestCase 697,notReady,NC,,Altay + COSAP,NO,YES,BWA,,Mutect,,hg19,DELETE,,,,,,,,GUL EDA,,,
TestCase 698,notReady,NC,,Altay + COSAP,NO,YES,BOWTIE,,Mutect,,hg19,DELETE,,,,,,,,GUL EDA,,,
TestCase 699,notReady,NC,,Altay + COSAP,NO,YES,BWA,,Strelka,,hg19,DELETE,,,,,,,,GUL EDA,,,
TestCase 700,notReady,NC,,Altay + COSAP,NO,YES,BOWTIE,,Strelka,,hg19,DELETE,,,,,,,,GUL EDA,,,
TestCase 701,notReady,NC,,Altay + COSAP,NO,YES,BWA,,SomaticSniper,,hg19,DELETE,,,,,,,,GUL EDA,,,
TestCase 702,notReady,NC,,Altay + COSAP,NO,YES,BOWTIE,,SomaticSniper,,hg19,DELETE,,,,,,,,GUL EDA,,,
TestCase 703,notReady,NC,,Altay + COSAP,NO,YES,BWA,,Mutect,,hg19,MARK,,,,,,,,GUL EDA,,,
TestCase 704,notReady,NC,,Altay + COSAP,NO,YES,BOWTIE,,Mutect,,hg19,MARK,,,,,,,,GUL EDA,,,
TestCase 705,notReady,NC,,Altay + COSAP,NO,YES,BWA,,Strelka,,hg19,MARK,,,,,,,,GUL EDA,,,
TestCase 706,notReady,NC,,Altay + COSAP,NO,YES,BOWTIE,,Strelka,,hg19,MARK,,,,,,,,GUL EDA,,,
TestCase 707,notReady,NC,,Altay + COSAP,NO,YES,BWA,,SomaticSniper,,hg19,MARK,,,,,,,,GUL EDA,,,
TestCase 708,notReady,NC,,Altay + COSAP,NO,YES,BOWTIE,,SomaticSniper,,hg19,MARK,,,,,,,,GUL EDA,,,
TestCase 709,notReady,NC,,Altay + COSAP,NO,NO,BWA,,Mutect,,hg19,DELETE,,,,,,,,GUL EDA,,,
TestCase 710,notReady,NC,,Altay + COSAP,NO,NO,BOWTIE,,Mutect,,hg19,DELETE,,,,,,,,GUL EDA,,,
TestCase 711,notReady,NC,,Altay + COSAP,NO,NO,BWA,,Strelka,,hg19,DELETE,,,,,,,,GUL EDA,,,
TestCase 712,notReady,NC,,Altay + COSAP,NO,NO,BOWTIE,,Strelka,,hg19,DELETE,,,,,,,,GUL EDA,,,
TestCase 713,notReady,NC,,Altay + COSAP,NO,NO,BWA,,SomaticSniper,,hg19,DELETE,,,,,,,,GUL EDA,,,
TestCase 714,notReady,NC,,Altay + COSAP,NO,NO,BOWTIE,,SomaticSniper,,hg19,DELETE,,,,,,,,GUL EDA,,,
TestCase 715,notReady,NC,,Altay + COSAP,NO,NO,BWA,,Mutect,,hg19,MARK,,,,,,,,GUL EDA,,,
TestCase 716,notReady,NC,,Altay + COSAP,NO,NO,BOWTIE,,Mutect,,hg19,MARK,,,,,,,,GUL EDA,,,
TestCase 717,notReady,NC,,Altay + COSAP,NO,NO,BWA,,Strelka,,hg19,MARK,,,,,,,,GUL EDA,,,
TestCase 718,notReady,NC,,Altay + COSAP,NO,NO,BOWTIE,,Strelka,,hg19,MARK,,,,,,,,GUL EDA,,,
TestCase 719,notReady,NC,,Altay + COSAP,NO,NO,BWA,,SomaticSniper,,hg19,MARK,,,,,,,,GUL EDA,,,
TestCase 720,notReady,NC,,Altay + COSAP,NO,NO,BOWTIE,,SomaticSniper,,hg19,MARK,,,,,,,,GUL EDA,,,
TestCase 721,done,NC,,Altay + COSAP,YES,YES,BWA,,Mutect,,hg38,DELETE,,,,,,https://drive.google.com/drive/folders/14egaf5qGpCRAWaGEcCeEyreg61PyYxPE?usp=share_link,,GUL EDA,31650,a086,07:11:00
TestCase 722,done,NC,,Altay + COSAP,YES,YES,BOWTIE,,Mutect,,hg38,DELETE,,,,,,https://drive.google.com/drive/folders/1uFJkjBfUZrSeE8BW2QoOXGZl34BIVCW9?usp=share_link,,GUL EDA,31653,a060,06:51:03
TestCase 723,done,NC,,Altay + COSAP,YES,YES,BWA,,Strelka,,hg38,DELETE,,,,,,https://drive.google.com/drive/folders/13bDh3Afye_B0llZbMvBWGS_C8Rlb8yib?usp=share_link,,GUL EDA,31651,a087,02:32:33
TestCase 724,done,NC,,Altay + COSAP,YES,YES,BOWTIE,,Strelka,,hg38,DELETE,,,,,,https://drive.google.com/drive/folders/1lzhLkzZSd3YoIPpjWXJjPDr-6K95v_Tj?usp=share_link,,GUL EDA,31654,a053,02:44:57
TestCase 725,done,NC,,Altay + COSAP,YES,YES,BWA,,SomaticSniper,,hg38,DELETE,,,,,,https://drive.google.com/drive/folders/1rL4n0qqzCk6QEi_-7ZHPAtimHGI31PX_?usp=share_link,,GUL EDA,31652,a059,02:45:43
TestCase 726,done,NC,,Altay + COSAP,YES,YES,BOWTIE,,SomaticSniper,,hg38,DELETE,,,,,,https://drive.google.com/drive/folders/1stYh7rWdtQ9QkCkSozMe1wZj6_hyWL17?usp=share_link,,GUL EDA,31655,a054,03:03:32
TestCase 727,done,NC,,Altay + COSAP,YES,YES,BWA,,Mutect,,hg38,MARK,,,,,,https://drive.google.com/drive/folders/1AjSV2H8XNavs4J_XtamW5CM2X-eZtqC6?usp=share_link,,GUL EDA,39297,a068,07:17:00
TestCase 728,done,NC,,Altay + COSAP,YES,YES,BOWTIE,,Mutect,,hg38,MARK,,,,,,https://drive.google.com/drive/folders/1PKFJQK-Z-2Oyk8yLWAIzmbhduW3IrYQj?usp=share_link,,GUL EDA,29302,a061,06:39:42
TestCase 729,done,NC,,Altay + COSAP,YES,YES,BWA,,Strelka,,hg38,MARK,,,,,,https://drive.google.com/drive/folders/1nDztRNBiaST4vbkKaF6MeK2HfHL3T4J2?usp=share_link,,GUL EDA,29299,a075,2:29:03
TestCase 730,done,NC,,Altay + COSAP,YES,YES,BOWTIE,,Strelka,,hg38,MARK,,,,,,https://drive.google.com/drive/folders/1lNVw21OUKcp9C5cSYRPbiZ8dPeOHtcg2?usp=share_link,,GUL EDA,29300,a063,02:51:06
TestCase 731,done,NC,,Altay + COSAP,YES,YES,BWA,,SomaticSniper,,hg38,MARK,,,,,,https://drive.google.com/drive/folders/1Hz4DgwzaB5Ubxl2WThcQ9FfjD4wnvc58?usp=share_link,,GUL EDA,29298,a071,02:46:53
TestCase 732,done,NC,,Altay + COSAP,YES,YES,BOWTIE,,SomaticSniper,,hg38,MARK,,,,,,https://drive.google.com/drive/folders/1ZxDLP01tV3owyoOYwblP5Mh47elYEjnv?usp=share_link,,GUL EDA,29301,a060,03:06:45
TestCase 733,done,NC,,Altay + COSAP,YES,NO,BWA,,Mutect,,hg38,DELETE,,,,,,https://drive.google.com/drive/folders/1RUn99WjlujVoPpl8viQ1sj9bAteUL274?usp=share_link,,GUL EDA,31650,a086,06:09:46
TestCase 734,done,NC,,Altay + COSAP,YES,NO,BOWTIE,,Mutect,,hg38,DELETE,,,,,,https://drive.google.com/drive/folders/1y3RHOClAJ3TYLNICMNaOdYA0U7Ycu2oO?usp=share_link,,GUL EDA,31653,a060,05:45:18
TestCase 735,done,NC,,Altay + COSAP,YES,NO,BWA,,Strelka,,hg38,DELETE,,,,,,https://drive.google.com/drive/folders/1V6k_mV0ssL7bcJTcrpU_89AKDGIzZg7m?usp=share_link,,GUL EDA,31651,a087,01:19:43
TestCase 736,done,NC,,Altay + COSAP,YES,NO,BOWTIE,,Strelka,,hg38,DELETE,,,,,,https://drive.google.com/drive/folders/1epeOdjdUkeZijASKYIZrJFZkZT5UjX5s?usp=share_link,,GUL EDA,31654,a053,01:25:48
TestCase 737,done,NC,,Altay + COSAP,YES,NO,BWA,,SomaticSniper,,hg38,DELETE,,,,,,https://drive.google.com/drive/folders/1IgvOAYbxL3UZrr3s-7gjF1WWsu60z74v?usp=share_link,,GUL EDA,31652,a059,01:26:04
TestCase 738,done,NC,,Altay + COSAP,YES,NO,BOWTIE,,SomaticSniper,,hg38,DELETE,,,,,,https://drive.google.com/drive/folders/1UlVPX0lv4QXRiUkv20jg_KodTcMiLnuz?usp=share_link,,GUL EDA,31655,a054,01:42:53
TestCase 739,done,NC,,Altay + COSAP,YES,NO,BWA,,Mutect,,hg38,MARK,,,,,,https://drive.google.com/drive/folders/1njZuojLN_-MdXQ_v-7yhGY-2mQV7Jbti?usp=share_link,,GUL EDA,39297,a068,06:09:31
TestCase 740,done,NC,,Altay + COSAP,YES,NO,BOWTIE,,Mutect,,hg38,MARK,,,,,,https://drive.google.com/drive/folders/1meOYjbU0sYLyAOMVnxoD_1TUbWH_fJAu?usp=share_link,,GUL EDA,29302,a061,05:40:05
TestCase 741,done,NC,,Altay + COSAP,YES,NO,BWA,,Strelka,,hg38,MARK,,,,,,https://drive.google.com/drive/folders/1Y3-Xg1ghhdiEe4ekANwPl2bBEm_Bya7X?usp=share_link,,GUL EDA,29299,a075,01:11:56
TestCase 742,done,NC,,Altay + COSAP,YES,NO,BOWTIE,,Strelka,,hg38,MARK,,,,,,https://drive.google.com/drive/folders/1QlHXOCg41jvfv4FQcVDxUp6hYueDqDjH?usp=share_link,,GUL EDA,29300,a063,01:27:17
TestCase 743,done,NC,,Altay + COSAP,YES,NO,BWA,,SomaticSniper,,hg38,MARK,,,,,,https://drive.google.com/drive/folders/1z8frnO6sjAmXDwE84eTUOQhv1lh32Sg0?usp=share_link,,GUL EDA,29298,a071,01:24:38
TestCase 744,done,NC,,Altay + COSAP,YES,NO,BOWTIE,,SomaticSniper,,hg38,MARK,,,,,,https://drive.google.com/drive/folders/1_AB-5G0Ti-J027vZlzmF1RZNIZ5uO6Wu?usp=share_link,,GUL EDA,29301,a060,01:42:03
TestCase 745,done,NC,,Altay + COSAP,NO,YES,BWA,,Mutect,,hg38,DELETE,,,,,,https://drive.google.com/drive/folders/1vnUvO7vhLqfvFKLko6PNIWPDa245Pbc1?usp=share_link,,GUL EDA,31650,a086,08:39:23
TestCase 746,done,NC,,Altay + COSAP,NO,YES,BOWTIE,,Mutect,,hg38,DELETE,,,,,,https://drive.google.com/drive/folders/1uMC__bzKApzlzY6C02BhrZ6mKdc2ZgSV?usp=share_link,,GUL EDA,31653,a060,09:10:56
TestCase 747,done,NC,,Altay + COSAP,NO,YES,BWA,,Strelka,,hg38,DELETE,,,,,,https://drive.google.com/drive/folders/136F5kCEBM2KoZYpn1rdsGIGpMqNkFf9d?usp=share_link,,GUL EDA,31651,a087,02:20:41
TestCase 748,done,NC,,Altay + COSAP,NO,YES,BOWTIE,,Strelka,,hg38,DELETE,,,,,,https://drive.google.com/drive/folders/1PShCEzEZpubyWs4hqg13fKd3uyOchpaF?usp=share_link,,GUL EDA,31654,a053,02:41:08
TestCase 749,done,NC,,Altay + COSAP,NO,YES,BWA,,SomaticSniper,,hg38,DELETE,,,,,,https://drive.google.com/drive/folders/1QyXcWJ7MK6MHPSGj0Xx2xWyUiikHkSgW?usp=share_link,,GUL EDA,31652,a059,02:39:37
TestCase 750,done,NC,,Altay + COSAP,NO,YES,BOWTIE,,SomaticSniper,,hg38,DELETE,,,,,,https://drive.google.com/drive/folders/1uQSoaab-5tz2hjcqn5QFxZCLHAdAlx2T?usp=share_link,,GUL EDA,31655,a054,02:58:37
TestCase 751,done,NC,,Altay + COSAP,NO,YES,BWA,,Mutect,,hg38,MARK,,,,,,https://drive.google.com/drive/folders/17SOwOs0cMP3Nbq83S-u3Vl7SAKMYMKNx?usp=share_link,,GUL EDA,39297,a068,08:36:11
TestCase 752,done,NC,,Altay + COSAP,NO,YES,BOWTIE,,Mutect,,hg38,MARK,,,,,,https://drive.google.com/drive/folders/1rgiZmN_LttlFvsKva7Okmk0Wnn4MJbjc?usp=share_link,,GUL EDA,29302,a061,09:13:28
TestCase 753,done,NC,,Altay + COSAP,NO,YES,BWA,,Strelka,,hg38,MARK,,,,,,https://drive.google.com/drive/folders/1ubRsTT5qK-fNtPh5cLw2zpLl4yu2OS4B?usp=share_link,,GUL EDA,29299,a075,02:22:46
TestCase 754,done,NC,,Altay + COSAP,NO,YES,BOWTIE,,Strelka,,hg38,MARK,,,,,,https://drive.google.com/drive/folders/1coTVhvhjWPFGBZ1uP8iTKscsSX5svS7L?usp=share_link,,GUL EDA,29300,a063,02:38:08
TestCase 755,done,NC,,Altay + COSAP,NO,YES,BWA,,SomaticSniper,,hg38,MARK,,,,,,https://drive.google.com/drive/folders/1-opVKtAOmW2Pu7-JPcdLQDZxCdvAiBd5?usp=share_link,,GUL EDA,29298,a071,02:40:21
TestCase 756,done,NC,,Altay + COSAP,NO,YES,BOWTIE,,SomaticSniper,,hg38,MARK,,,,,,https://drive.google.com/drive/folders/1d2nEkJW2j_4rqxnLAS3jirwJ2gNWpi0i?usp=share_link,,GUL EDA,29301,a060,03:00:33
TestCase 757,done,NC,,Altay + COSAP,NO,NO,BWA,,Mutect,,hg38,DELETE,,,,,,https://drive.google.com/drive/folders/1qjg8p98swbEXaCNm9txOFo1YGG-J8aF_?usp=share_link,,GUL EDA,31650,a086,07:54:05
TestCase 758,done,NC,,Altay + COSAP,NO,NO,BOWTIE,,Mutect,,hg38,DELETE,,,,,,https://drive.google.com/drive/folders/1b6JmSGYpQN1BXV_N6ehdloq5B3iV3E74?usp=share_link,,GUL EDA,31653,a060,10:09:45
TestCase 759,done,NC,,Altay + COSAP,NO,NO,BWA,,Strelka,,hg38,DELETE,,,,,,https://drive.google.com/drive/folders/1VNgkP03wv1S7aeG0zQJolwBo5p8NjfxC?usp=share_link,,GUL EDA,31651,a087,00:59:28
TestCase 760,done,NC,,Altay + COSAP,NO,NO,BOWTIE,,Strelka,,hg38,DELETE,,,,,,https://drive.google.com/drive/folders/1qUywg7NyWEpVYe1ilc5IL09YJ_wH3o-P?usp=share_link,,GUL EDA,31654,a053,01:17:29
TestCase 761,done,NC,,Altay + COSAP,NO,NO,BWA,,SomaticSniper,,hg38,DELETE,,,,,,https://drive.google.com/drive/folders/1-qvOoIk30klC02whALz87cOFpD5SQ9E5?usp=share_link,,GUL EDA,31652,a059,01:15:04
TestCase 762,done,NC,,Altay + COSAP,NO,NO,BOWTIE,,SomaticSniper,,hg38,DELETE,,,,,,https://drive.google.com/drive/folders/1hbcKFCOUcaXdFs9prU7RKWbxOtfFpfB4?usp=share_link,,GUL EDA,31655,a054,01:32:44
TestCase 763,done,NC,,Altay + COSAP,NO,NO,BWA,,Mutect,,hg38,MARK,,,,,,https://drive.google.com/drive/folders/1Gmvt5Q6WbTubx_ilWBoV7f_DVvUG_rug?usp=share_link,,GUL EDA,39297,a068,07:56:19
TestCase 764,done,NC,,Altay + COSAP,NO,NO,BOWTIE,,Mutect,,hg38,MARK,,,,,,https://drive.google.com/drive/folders/1i0AvOeNxnAAtVDwI4nGIX40UyjLfLq8s?usp=share_link,,GUL EDA,29302,a061,10:25:30
TestCase 765,done,NC,,Altay + COSAP,NO,NO,BWA,,Strelka,,hg38,MARK,,,,,,https://drive.google.com/drive/folders/1dkirWfW6Pn63JEIhWBczXdgv8qyU7wTO?usp=share_link,,GUL EDA,29299,a075,00:59:51
TestCase 766,done,NC,,Altay + COSAP,NO,NO,BOWTIE,,Strelka,,hg38,MARK,,,,,,https://drive.google.com/drive/folders/1JvJ-ALQbeEMJttiC6WqKTPLXsrx03NBM?usp=share_link,,GUL EDA,29300,a063,01:20:07
TestCase 767,done,NC,,Altay + COSAP,NO,NO,BWA,,SomaticSniper,,hg38,MARK,,,,,,https://drive.google.com/drive/folders/19KQoIqoLDtEhYZgk1pLaaoyo9FNYRIkA?usp=share_link,,GUL EDA,29298,a071,01:16:12
